HCl (%),H2SO4 (%),CuSO4 (%),pH Value,Temperature (°C),Etching Time (s),Capacitance (pF),Insulation Resistance (MΩ),Impedance Match (Ω),Dielectric Breakdown (kV),Board Thickness (mm),Board Width (mm),Board Length (mm),Hole Diameter Deviation (mm),Pad-to-Hole Alignment (mm),Silkscreen Clarity,Solderability Test,Dimension Accuracy,Frequency Test Result,Defect Type,PCB_Status
3.59,2.93,1.28,4.68,46.92,113,31.87,72.49,47.55,4.13,1.43,145,203,0.015,0.039,Clear,Pass,Accurate,Pass,None,OK
3.04,2.54,1.18,4.83,44.44,112,25.57,66.31,51.17,4.36,1.42,137,193,0.044,0.003,Clear,Pass,Accurate,Pass,None,OK
3.3,2.13,1.09,4.39,48.59,130,24.37,90.25,54.89,2.77,1.41,163,184,0.092,0.06,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.78,3.39,1.17,5.21,43.43,120,26.1,64.11,49.45,3.66,1.34,147,201,0.038,0.021,Clear,Pass,Accurate,Pass,None,OK
4.47,2.49,1.17,4.33,49.47,85,32.85,43.55,45.71,3.94,1.17,128,211,0.099,0.002,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.92,2.66,1.07,5.47,46.11,96,33.13,77.07,47.91,3.54,1.3,158,201,0.027,0.016,Clear,Pass,Accurate,Pass,None,OK
3.96,3.39,1.15,4.84,44.46,110,27.33,74.18,52.88,3.65,1.28,169,191,0.045,0.046,Clear,Pass,Accurate,Pass,None,OK
2.96,2.95,1.25,4.71,44.42,137,25.08,92.68,53.91,4.23,1.59,169,192,0.066,0.024,Clear,Fail,Accurate,Fail,Open Circuit,Faulty
2.93,2.12,1.09,5.31,40.46,85,29.81,33.55,48.42,3.94,1.49,128,217,0.027,0.085,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.73,3.36,1.4,5.02,45.48,109,28.56,74.1,52.41,3.49,1.4,145,195,0.024,0.009,Clear,Pass,Accurate,Pass,None,OK
3.86,2.95,1.11,4.76,46.7,118,26.45,54.41,52.36,3.98,1.49,159,194,0.028,0.016,Clear,Pass,Accurate,Pass,None,OK
3.24,3.57,1.05,5.37,44.73,138,25.69,79.44,47.73,3.85,1.54,132,184,0.092,0.084,Clear,Pass,Accurate,Fail,Delamination,Faulty
4.23,3.98,0.85,5.26,46.13,126,27.27,32.39,54.16,3.74,1.47,143,212,0.05,0.029,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.61,3,1.3,5.18,45.3,99,26.95,90.12,51.73,4.4,1.37,163,208,0.019,0.045,Clear,Pass,Accurate,Pass,None,OK
4.44,3.93,1.36,4.08,46.62,138,39.58,62.62,54.81,2.92,1.24,178,184,0.028,0.031,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.46,2.8,1.02,4.87,45.55,115,32.75,74.07,51.15,3.19,1.47,159,204,0.031,0.017,Clear,Pass,Accurate,Pass,None,OK
4.24,2.73,1.34,5.78,48.19,129,27.15,79.48,47.36,4.02,1.59,161,186,0.035,0.045,Clear,Pass,Accurate,Fail,Delamination,Faulty
4.05,2.45,1.12,5.14,49.06,140,34.59,64.26,48.31,3.73,1.51,141,197,0.032,0.012,Clear,Fail,Accurate,Fail,Misalignment,Faulty
4.04,2.39,1.41,5.66,41.2,83,39.28,43.37,54.55,3.73,1.56,158,210,0.025,0.038,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.71,3.5,1.19,4.98,45.57,116,27.62,91.05,50.93,3.84,1.2,150,199,0.016,0.027,Clear,Pass,Accurate,Pass,None,OK
3.22,3.17,1.02,5.07,45.45,103,29.49,91.23,47.64,4.35,1.44,151,196,0.019,0.002,Clear,Pass,Accurate,Pass,None,OK
3.11,3.45,1.19,5.19,43.64,117,26.52,65.86,52.4,3.15,1.46,154,208,0.048,0.049,Clear,Pass,Accurate,Pass,None,OK
3.76,2.91,1.01,4.56,44.83,99,31.78,50.22,52.29,3.74,1.39,151,197,0.006,0.041,Clear,Pass,Accurate,Pass,None,OK
3.96,3.38,1.25,5.05,43.03,99,32.28,95.56,51.49,4.3,1.48,157,204,0.005,0.032,Clear,Pass,Accurate,Pass,None,OK
3.58,2.95,1.23,4.93,45.51,120,28.62,88.03,52.56,4.35,1.38,168,193,0.002,0.003,Clear,Pass,Accurate,Pass,None,OK
3.48,3.37,1.32,4.63,45.3,103,32.85,55.36,50.32,3.77,1.27,162,202,0.016,0.004,Clear,Pass,Accurate,Pass,None,OK
3.53,2.63,1.23,4.71,44.27,103,27.4,85.09,49.69,3.04,1.26,131,194,0.02,0.027,Clear,Pass,Accurate,Pass,None,OK
3.46,3.35,0.85,5.6,49.14,89,21.38,97.79,53.89,3.63,1.17,145,199,0.092,0.007,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.48,3.14,1.37,5.38,45.1,96,31.92,51,52.81,3.16,1.37,133,200,0.005,0.014,Clear,Pass,Accurate,Pass,None,OK
3.44,3.18,1.31,5.37,44.97,101,32.3,51.39,49.78,3.88,1.47,145,205,0.027,0.031,Clear,Pass,Accurate,Pass,None,OK
3.95,3.16,1.05,4.53,44,120,34.69,76.29,50.85,3.19,1.22,141,209,0.029,0.03,Clear,Pass,Accurate,Pass,None,OK
3.48,2.95,1.11,5.19,44.17,95,27.32,54.8,49.24,3.22,1.38,146,207,0.038,0.042,Clear,Pass,Accurate,Pass,None,OK
2.9,2.94,1.6,5.26,40.51,125,20.88,62.29,49.15,2.76,1.22,132,203,0.065,0.045,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.08,3.18,1.01,5.05,46.05,114,25.94,98.22,50.82,4.16,1.43,165,204,0.049,0.014,Clear,Pass,Accurate,Pass,None,OK
3.77,2.74,1.15,5.44,46.02,96,27.63,94.69,51.32,4.13,1.23,145,190,0.031,0.029,Clear,Pass,Accurate,Pass,None,OK
3.39,3.1,1.2,5.41,44.88,120,26.23,82.49,50.75,4.26,1.24,168,197,0.006,0.039,Clear,Pass,Accurate,Pass,None,OK
3.04,2.29,0.89,5.52,42.56,98,36.54,41.8,45.2,4.18,1.15,125,182,0.078,0.01,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.71,3.05,1.38,5.08,45.87,119,26.7,53.19,50.09,3.16,1.31,152,193,0.004,0.025,Clear,Pass,Accurate,Pass,None,OK
3.12,3.26,1.13,5.88,46.7,104,34.08,82.46,49.18,3.17,1.24,131,197,0.086,0.097,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.41,2.9,1.11,4.35,40,110,26.76,67.76,50.25,3.33,1.46,138,215,0.016,0.008,Blurred,Pass,Inaccurate,Fail,Delamination,Faulty
2.52,2.27,1.33,5.75,48.06,128,26.2,90.61,46.15,3.88,1.56,151,198,0.086,0.039,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.58,2.82,1.21,4.64,44.8,106,28.34,66.24,48.8,3.3,1.28,137,198,0.039,0.042,Clear,Pass,Accurate,Pass,None,OK
3.28,3.06,1.32,4.51,41.91,96,24.97,71.69,48.02,2.56,1.46,157,183,0.033,0.088,Blurred,Pass,Accurate,Fail,Open Circuit,Faulty
3.71,3.28,1.31,4.96,46.41,100,29.14,68.59,50.86,4.25,1.26,138,208,0.033,0.007,Clear,Pass,Accurate,Pass,None,OK
3.7,3,1.45,4.54,44.85,109,25.5,59.57,50.81,3.67,1.18,121,212,0.089,0.003,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.06,2.58,1.11,5.23,44.33,114,34.04,74.04,52.45,4.08,1.26,143,196,0.008,0.037,Clear,Pass,Accurate,Pass,None,OK
3.03,2.67,1.06,5.45,46.71,113,26.96,58.45,47.04,4.21,1.24,138,204,0.013,0.047,Clear,Pass,Accurate,Pass,None,OK
4.22,2.55,1.56,5.44,49.64,134,37.63,37.58,52.56,4.6,1.12,155,189,0.064,0.031,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
4.06,3.61,0.92,4.51,46.42,110,36.77,47.62,48.83,2.87,1.18,124,191,0.028,0.087,Clear,Fail,Accurate,Fail,Misalignment,Faulty
3.38,2.97,1.32,4.86,45.17,110,34.72,78.88,47.8,4.48,1.38,155,192,0.038,0.017,Clear,Pass,Accurate,Pass,None,OK
3.69,3.39,1.1,5.28,45.14,98,33.1,71.79,47.72,4.3,1.41,165,201,0.028,0.018,Clear,Pass,Accurate,Pass,None,OK
3.22,3.08,1.35,5.18,45.68,112,33.81,97.36,52.54,3.78,1.41,132,191,0.029,0.004,Clear,Pass,Accurate,Pass,None,OK
3.43,3.34,1.07,4.58,44.36,99,34.29,96.81,50.98,3.47,1.36,139,208,0.011,0.032,Clear,Pass,Accurate,Pass,None,OK
3.98,3.02,1.34,5.06,45.9,119,32.53,78.27,52.71,3.85,1.49,154,196,0.031,0.028,Clear,Pass,Accurate,Pass,None,OK
3.21,3.29,1.31,4.68,44.28,116,32.89,82.22,50.5,3.96,1.46,133,200,0.039,0.002,Clear,Pass,Accurate,Pass,None,OK
3.85,2.83,1.24,5.18,44.59,112,29.38,56.89,49.77,3.5,1.49,159,208,0.044,0.038,Clear,Pass,Accurate,Pass,None,OK
3.74,2.1,0.93,5.3,45.7,97,29.79,45.72,46.31,3.12,1.44,129,209,0.092,0.1,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.9,3.69,1.39,4.81,40.54,105,26.23,68.65,51.6,3.82,1.44,171,194,0.011,0.053,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.83,3.32,1.34,5.11,45.7,100,30.1,61.17,51.75,4.16,1.32,140,197,0.037,0.041,Clear,Pass,Accurate,Pass,None,OK
2.52,3.59,0.85,4.21,46.23,98,23.12,97.62,49.95,4.66,1.54,122,214,0.099,0.015,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
3.15,3.71,1.24,4.03,42.08,134,24.13,97.45,48.11,4.02,1.27,170,197,0.002,0.067,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.89,2.9,1.13,5.47,44.51,119,34.32,95.04,47.97,3.14,1.46,148,202,0.029,0.045,Clear,Pass,Accurate,Pass,None,OK
3.92,3.06,1.07,5.44,43.8,108,28.78,84.96,49.29,4.17,1.43,142,198,0.034,0.027,Clear,Pass,Accurate,Pass,None,OK
3.51,2.68,1.06,4.51,46.49,114,25.42,59.47,49.8,3.05,1.3,165,191,0.024,0.023,Clear,Pass,Accurate,Pass,None,OK
3.68,3.42,1.11,4.58,46.69,111,32.63,78.51,48.79,3.75,1.23,132,207,0.011,0.044,Clear,Pass,Accurate,Pass,None,OK
3.62,3.2,1.18,5.27,45.51,112,30.73,96.74,49.23,4.29,1.4,143,204,0.044,0.02,Clear,Pass,Accurate,Pass,None,OK
3.31,3.36,1.35,5.19,46.24,115,33.15,67.26,47.47,3.13,1.24,139,200,0.027,0.033,Clear,Pass,Accurate,Pass,None,OK
2.77,3.96,0.86,5.33,40.78,112,39.06,34.29,46.6,3.61,1.15,163,186,0.075,0.071,Clear,Fail,Accurate,Fail,Open Circuit,Faulty
3.64,3.14,1.25,5.93,41.06,130,28.11,40.92,45.85,4.08,1.55,133,206,0.065,0.018,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.28,2.71,1.04,5.3,46.95,104,25.76,59.29,48.19,3.78,1.29,167,204,0.03,0.031,Clear,Pass,Accurate,Pass,None,OK
3.34,2.57,1.37,4.77,45.46,117,31.21,97.1,49.01,3.24,1.35,169,207,0.05,0.019,Clear,Pass,Accurate,Pass,None,OK
2.9,3.19,1.04,5.59,49.78,103,23.07,56.67,54.07,4.33,1.52,127,192,0.074,0.046,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.22,2.84,1.37,5.35,46.64,118,27.48,73.06,51.78,4.34,1.4,156,203,0.049,0.004,Clear,Pass,Accurate,Pass,None,OK
3.76,3.02,1.29,4.94,44.44,113,34.03,70.86,48.09,4.25,1.48,153,208,0.029,0.001,Clear,Pass,Accurate,Pass,None,OK
3.77,3.96,1.15,5.93,43.64,134,30.21,83.86,51.84,3.94,1.27,131,192,0.095,0.089,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.96,3.3,1.36,4.76,45.8,119,26.1,63.38,49.08,4.4,1.38,145,202,0.002,0.021,Clear,Pass,Accurate,Pass,None,OK
3.87,2.9,1.31,4.51,43.22,112,33.43,94.58,47.39,4.31,1.4,139,205,0.02,0.024,Clear,Pass,Accurate,Pass,None,OK
4.37,3.82,1.55,4.2,44.3,98,33.2,78.21,47.34,2.61,1.37,167,184,0.026,0.037,Blurred,Fail,Accurate,Fail,Misalignment,Faulty
2.6,3.89,1.4,4.54,42.75,108,28.92,81.92,49.9,4.53,1.04,165,218,0.084,0,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.58,3.92,1.27,5.63,48.88,132,24.49,81.42,48.91,3.88,1.23,147,212,0.061,0.058,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.22,2.77,1.21,5.37,46.16,98,25.89,92.28,50.34,4.1,1.29,156,191,0.047,0.041,Clear,Pass,Accurate,Pass,None,OK
4.24,3.95,0.86,4.18,49.14,135,34.16,44.81,51.26,2.82,1.37,159,207,0.095,0.004,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
3.93,3.51,1.18,4.68,48.33,91,23.07,67.57,49.95,3.72,1.26,126,205,0.097,0,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.05,2.87,1.24,5.04,46.32,114,25.25,70.15,50.67,3.28,1.41,136,191,0.014,0.021,Clear,Pass,Accurate,Pass,None,OK
3.76,3.2,1.25,5.48,44.6,109,27.35,51.53,52.19,3.45,1.33,157,206,0.05,0.014,Clear,Pass,Accurate,Pass,None,OK
4.13,3.44,1.43,4.83,40.31,86,21.1,30.78,52.75,4.93,1.34,143,216,0.074,0.041,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.39,2.84,1.05,5.21,45.56,100,28.33,72.33,51.91,3.75,1.46,155,209,0.004,0.023,Clear,Pass,Accurate,Pass,None,OK
4.29,3.28,1.55,5.97,45.27,140,38.19,99.5,51.5,3.52,1.28,177,215,0.071,0.095,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.82,3.48,1.08,4.58,46.43,120,31.27,59.04,48.71,3.88,1.32,147,207,0.028,0.012,Clear,Pass,Accurate,Pass,None,OK
4.13,2.33,1.5,4.56,43.63,137,35.76,33.23,50.76,4.57,1.07,123,214,0.004,0.025,Clear,Pass,Inaccurate,Fail,Solder Bridge,Faulty
3.4,3.13,1.58,4.14,40.66,139,24.56,54.72,48.85,2.9,1.05,174,204,0.057,0.019,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.78,2.67,1.21,5.09,46.53,100,26.32,57.14,47.82,4.17,1.34,142,199,0.026,0.005,Clear,Pass,Accurate,Pass,None,OK
3.63,3.25,1.05,4.52,43.43,97,29.37,69.65,47.94,3.34,1.33,137,201,0.013,0.006,Clear,Pass,Accurate,Pass,None,OK
3.26,3.09,1.39,5.06,46.31,103,27.04,54.95,52.81,3.19,1.44,156,192,0.047,0.016,Clear,Pass,Accurate,Pass,None,OK
3.1,2.73,1.2,4.85,44.1,105,33.55,97.87,51.04,3.72,1.49,143,195,0.031,0.001,Clear,Pass,Accurate,Pass,None,OK
3.25,3.25,1.15,5.14,45.91,99,25.45,52.38,47.26,3.24,1.3,135,209,0.012,0.011,Clear,Pass,Accurate,Pass,None,OK
3.51,2.95,1.06,5.04,44.3,108,28.56,70.07,47.82,4.04,1.34,149,194,0.019,0.039,Clear,Pass,Accurate,Pass,None,OK
3.98,3.18,1.17,4.76,43.23,96,31.31,58.14,49.91,3.86,1.41,157,197,0.036,0.012,Clear,Pass,Accurate,Pass,None,OK
4.24,3.27,1.34,5.42,44.82,97,29.35,62.68,46.74,3.72,1.43,125,190,0.003,0.029,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.06,3.16,1.12,4.66,43.84,116,34.13,84.44,48.25,4.11,1.47,152,207,0.015,0.006,Clear,Pass,Accurate,Pass,None,OK
4.45,2.64,1.45,4.35,40.68,128,28.99,96.72,52.38,2.77,1.34,163,214,0.066,0.044,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
3.2,2.61,1.04,4.9,44.63,113,33.68,53.94,51.82,3.1,1.35,141,205,0.044,0.047,Clear,Pass,Accurate,Pass,None,OK
2.86,3.46,0.82,5.27,42.15,95,37.01,42.08,54.86,2.62,1.59,157,204,0.027,0.059,Clear,Pass,Accurate,Fail,Misalignment,Faulty
4.08,2.19,1.59,4.14,47.38,87,34.13,87.1,50.22,4.38,1.32,130,219,0.066,0.014,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.63,3.34,1.39,5.49,45.96,102,33.95,77.34,50.44,4.45,1.23,153,203,0.008,0.031,Clear,Pass,Accurate,Pass,None,OK
3.3,3.18,1.11,4.94,43.4,107,25.63,88.66,50.68,3,1.31,151,195,0.013,0.003,Clear,Pass,Accurate,Pass,None,OK
3.61,2.96,1.02,5.99,42.15,108,38.43,96.49,53.74,2.95,1.26,139,189,0.068,0.061,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.94,3.32,0.91,4.95,48.62,111,28.46,38.05,52.21,2.86,1.32,129,196,0.009,0.053,Blurred,Pass,Accurate,Fail,Delamination,Faulty
2.96,2.24,1.15,5.63,49.42,103,25.58,96.96,51.43,2.82,1.16,145,182,0.091,0.052,Clear,Pass,Accurate,Fail,Delamination,Faulty
4.49,2.58,1.32,4.86,45.18,95,29.42,55.79,50.65,3.64,1.56,167,201,0.049,0.068,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
4.45,2.8,1.1,5.59,43.52,90,38.36,75.24,52.23,3.79,1.29,146,217,0.039,0.004,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.86,3.28,1.28,5.25,46.25,113,33.41,97.5,49.78,3.49,1.37,155,200,0.007,0.003,Clear,Pass,Accurate,Pass,None,OK
2.9,3.99,1.28,5.77,40.5,85,31.25,92.22,45.97,4.95,1.29,133,206,0.044,0.044,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.14,2.95,1.04,4.56,46.99,99,32.8,84.93,48.54,4.02,1.33,151,195,0.005,0.031,Clear,Pass,Accurate,Pass,None,OK
2.64,3.52,1.11,5.21,46.54,114,28.54,75.05,49.79,3.65,1.2,178,197,0.066,0.098,Blurred,Pass,Inaccurate,Fail,Open Circuit,Faulty
3.96,2.7,1.37,4.88,46.15,109,34.02,54.97,50.54,3.07,1.26,136,194,0.015,0.027,Clear,Pass,Accurate,Pass,None,OK
3.02,2.78,1.15,4.83,49.44,97,39.89,65.59,45.79,3.74,1.3,171,185,0.099,0.069,Clear,Fail,Accurate,Fail,Solder Bridge,Faulty
3.91,2.83,1.24,5.08,44.89,98,28.12,54.43,51.3,3.13,1.21,144,204,0.05,0.003,Clear,Pass,Accurate,Pass,None,OK
3.89,3.4,1.26,5.25,45.27,98,34.12,86.58,49.23,3.12,1.41,159,195,0.005,0.011,Clear,Pass,Accurate,Pass,None,OK
3.95,3.9,1.46,4.03,44.89,89,33.77,81.97,50.63,3.22,1.07,140,208,0.092,0.076,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.17,3.44,1.31,5.03,43.02,112,29.03,60.77,50.03,3.87,1.5,133,205,0.011,0.046,Clear,Pass,Accurate,Pass,None,OK
3.33,2.98,1.24,5.02,43.84,118,31.34,72.36,52.04,4.34,1.48,135,207,0.014,0.029,Clear,Pass,Accurate,Pass,None,OK
3.8,2.8,1.03,5.26,46.6,113,29.24,98.83,47.89,3.83,1.4,131,190,0.031,0.022,Clear,Pass,Accurate,Pass,None,OK
3.24,2.5,1.24,5.47,44.71,96,36.02,61.29,46.74,3.43,1.15,128,204,0.024,0.048,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
4.48,3.13,1.46,4.64,47.07,80,38.37,47.93,53.43,2.89,1.38,143,209,0.017,0.074,Blurred,Pass,Accurate,Fail,Misalignment,Faulty
2.58,2.72,1.31,5.01,49.41,104,32.06,76.25,47.84,3.15,1.1,150,199,0.007,0.019,Blurred,Pass,Accurate,Fail,Short Circuit,Faulty
4.23,3.31,1.43,4.33,43.29,113,36.06,55.52,52.15,2.89,1.24,144,216,0.09,0.077,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.66,2.48,1.28,5.92,40.42,118,35.83,85.03,50.68,4.72,1.54,136,195,0.02,0.017,Blurred,Pass,Inaccurate,Fail,Delamination,Faulty
3.81,3.23,1.17,4.81,43.09,114,29.28,91,50.27,3.91,1.45,160,192,0.037,0.013,Clear,Pass,Accurate,Pass,None,OK
3.71,3.27,1.1,4.59,46.62,116,30.47,92.33,49.09,3.52,1.28,153,209,0.038,0.007,Clear,Pass,Accurate,Pass,None,OK
3.47,2.2,1.23,4.81,41.68,86,21.87,44.32,46.58,3.07,1.12,179,185,0.03,0.068,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.45,3.32,1.19,4.85,43.45,103,28.56,93.04,51.22,3.03,1.39,164,192,0,0.02,Clear,Pass,Accurate,Pass,None,OK
4.3,2.44,0.98,4.29,49.85,95,23.24,73.41,47.41,3.81,1.32,140,211,0.095,0.041,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
3.34,2.08,1.3,4.02,49.46,116,28.33,40.32,51.84,3.98,1.35,176,188,0.033,0.023,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.05,2.07,1.26,4.04,41.97,108,36.66,41.21,45.85,2.66,1.36,127,216,0.041,0.087,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.31,2.53,1.16,4.66,43.53,109,32.93,80.98,47.11,3.03,1.22,160,196,0.033,0.046,Clear,Pass,Accurate,Pass,None,OK
3.96,2.51,1.33,5.47,43.7,124,31.34,87.2,51.02,4.33,1.41,154,203,0.032,0.002,Clear,Pass,Accurate,Pass,None,OK
3.14,2.86,1.1,5.08,46.2,106,31.9,67.95,47.62,3.15,1.49,137,207,0.026,0.05,Clear,Pass,Accurate,Pass,None,OK
3.75,3.9,1.41,4.01,45.41,127,30.23,41.35,45.7,2.53,1.02,135,198,0.05,0.067,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.76,3.16,1.22,4.85,48.5,99,39.09,81.77,45.48,3.13,1.46,137,181,0.035,0.02,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
3.04,2.65,1.08,4.95,44.91,98,27.31,99.92,47.39,4.5,1.46,141,204,0.019,0.01,Clear,Pass,Accurate,Pass,None,OK
2.76,3.16,1.33,4.89,43.73,127,33.98,46.78,54.42,4.43,1.12,130,191,0.043,0.025,Clear,Pass,Inaccurate,Fail,Short Circuit,Faulty
3.01,3.3,1.38,5.41,43.58,97,34.7,63.98,51.35,3.25,1.36,131,202,0.04,0.02,Clear,Pass,Accurate,Pass,None,OK
3.78,3.03,1.38,5.4,45.75,99,31.6,79.5,50.84,4.01,1.44,144,208,0.017,0.002,Clear,Pass,Accurate,Pass,None,OK
3.06,3.33,1.4,4.92,46.76,119,26.97,64.1,52.37,4.42,1.48,169,191,0.012,0.029,Clear,Pass,Accurate,Pass,None,OK
3.54,2.68,1.23,5.37,45.29,111,32.5,55.6,50.12,3.54,1.26,161,196,0.016,0.024,Clear,Pass,Accurate,Pass,None,OK
4.44,3.79,0.96,4.42,46.74,100,38.61,97.14,47.47,4.17,1.22,172,206,0.041,0.094,Blurred,Pass,Accurate,Fail,Open Circuit,Faulty
2.86,3.89,1.11,4.47,46.33,121,25.41,35.04,49.01,4.25,1.29,164,193,0.083,0.084,Clear,Pass,Inaccurate,Fail,Short Circuit,Faulty
3.37,3.13,1.05,4.56,43.39,99,26.74,78.38,50.18,4.1,1.44,140,202,0.022,0.033,Clear,Pass,Accurate,Pass,None,OK
3.48,2.84,1.12,5.66,46.04,137,37.41,93.15,53.76,3.47,1.36,139,181,0.032,0.029,Blurred,Pass,Accurate,Fail,Solder Bridge,Faulty
3.15,3.08,1.35,5.39,43.22,121,25.63,67.67,51.24,3.53,1.28,146,193,0.011,0.027,Clear,Pass,Accurate,Pass,None,OK
3.74,2.84,1.06,4.81,46.18,98,30.28,79.16,48.94,3.46,1.46,150,195,0.03,0.02,Clear,Pass,Accurate,Pass,None,OK
3.39,3,1.11,5.73,45.27,113,22.36,54.51,54.32,3.34,1.52,130,206,0.05,0.026,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
3.06,3.02,1.06,5.07,45.5,115,30.54,77.93,47.22,3.3,1.23,151,207,0.044,0.037,Clear,Pass,Accurate,Pass,None,OK
3.22,3.18,0.92,4.9,45.89,124,28.24,45.79,53.62,2.54,1.09,120,186,0.008,0.082,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.32,3.09,1.08,4.77,46.69,101,26.89,77.11,48.38,4.23,1.25,162,208,0.03,0.001,Clear,Pass,Accurate,Pass,None,OK
2.83,2.66,0.85,4.41,44.31,94,27.85,73.82,49.84,2.84,1.28,137,200,0.082,0.028,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.28,3.71,0.86,5.25,41.75,80,31.55,59.19,47.18,2.83,1.56,158,186,0.068,0.021,Clear,Fail,Accurate,Fail,Delamination,Faulty
3.56,3.39,1.26,5.48,45.19,101,28.48,56.17,48.43,3.39,1.42,158,204,0.022,0.027,Clear,Pass,Accurate,Pass,None,OK
3.02,2.14,1.25,5.99,45.61,114,33.71,44.75,50.59,4.8,1.24,152,217,0.072,0.093,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.4,2.56,1.04,4.57,43.25,101,34.46,72.01,49.01,3.42,1.25,144,192,0.04,0.006,Clear,Pass,Accurate,Pass,None,OK
3.26,3.32,1.31,4.95,44.61,111,27.85,90.6,52.66,4.5,1.25,150,209,0.037,0.022,Clear,Pass,Accurate,Pass,None,OK
4.05,3.01,1.57,5.13,40.95,138,28.5,71.52,51.6,3.05,1.22,137,212,0.039,0.091,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
2.76,2.82,0.84,5.83,49.76,138,22.82,56.07,52.21,2.86,1.59,166,211,0.046,0.034,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.93,3.48,1.02,5.12,45.63,119,26.56,65.76,51.83,3.49,1.37,131,206,0.018,0.04,Clear,Pass,Accurate,Pass,None,OK
3.41,3.67,0.84,4.9,44.24,101,31.74,49.17,53.83,4.57,1.17,154,193,0.073,0.01,Clear,Pass,Accurate,Fail,Misalignment,Faulty
2.97,2.66,0.95,5.44,46.5,138,29.53,42.24,46.67,2.61,1.52,158,217,0.091,0.044,Blurred,Fail,Accurate,Fail,Delamination,Faulty
3.93,3.23,1.04,5.12,44.54,109,34.93,72.19,52.62,3.63,1.45,167,205,0.03,0.007,Clear,Pass,Accurate,Pass,None,OK
3.42,3.24,1.17,5.24,47,101,28.02,74.69,52.99,4.49,1.28,132,202,0.036,0.047,Clear,Pass,Accurate,Pass,None,OK
3.54,3.31,0.84,4.38,45.37,94,21.49,74.37,49.4,4.95,1.35,166,197,0.052,0.029,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.39,2.72,1.15,5.22,44.62,109,31.8,93.14,49.6,3.55,1.45,154,209,0.012,0.044,Clear,Pass,Accurate,Pass,None,OK
3.31,3.02,1.4,5.29,45.18,114,27.32,82.78,48.36,3.55,1.44,142,197,0.018,0.021,Clear,Pass,Accurate,Pass,None,OK
3.86,3.21,1.39,4.73,43.9,98,30.5,55.01,50.36,4.24,1.37,153,203,0.005,0,Clear,Pass,Accurate,Pass,None,OK
3.57,3.1,1.08,4.87,43.61,96,28.86,93.26,52.29,3.47,1.39,160,193,0.049,0.039,Clear,Pass,Accurate,Pass,None,OK
3.09,2.89,1.38,4.88,45.58,116,34.62,91.6,49.79,3.35,1.21,144,196,0.004,0.044,Clear,Pass,Accurate,Pass,None,OK
